8192 NumPy,8192 CuPy,8192 OpenCL (CPU),8192 OpenCL (GPU),16384 NumPy,16384 CuPy,16384 OpenCL (CPU),16384 OpenCL (GPU),32768 NumPy,32768 CuPy,32768 OpenCL (CPU),32768 OpenCL (GPU),65536 NumPy,65536 CuPy,65536 OpenCL (CPU),65536 OpenCL (GPU),131072 OpenCL (GPU),131072 NumPy,131072 CuPy,131072 OpenCL (CPU),262144 NumPy,262144 CuPy,262144 OpenCL (CPU),262144 OpenCL (GPU)
1.829987764,3.166980028,8.34952116,2.821332932,5.256968975,5.369968653,20.44563007,7.267660856,17.07489753,10.58593345,52.78569365,25.78784561,84.76346612,21.18086672,145.8931103,100.7673674,669.2189736,889.7652447,41.51275897,664.9992352,3401.643766,88.99960518,2257.559194,1798.352469
1.829987764,3.166980028,8.356305599,2.822332144,5.258966684,5.372968435,20.46962667,7.274106026,17.08090067,10.60293603,52.91669345,25.84784317,85.25246334,21.19086647,145.896327,100.9207067,669.3273375,890.3530324,41.52010775,665.2141562,3403.614261,89.00849581,2257.648384,1798.43046
1.82998848,3.168972731,8.359942913,2.824101686,5.258967876,5.374967813,20.48268461,7.274208784,17.08290219,10.60893726,53.00969243,25.85584426,85.26147962,21.19086647,146.1301086,100.9974384,669.512394,890.8319299,41.54307103,665.2305028,3407.052289,89.05765796,2258.324448,1798.522729
1.830986738,3.169018269,8.362024069,2.826649427,5.259966373,5.378968477,20.50628138,7.288345337,17.08690047,10.62093687,53.0486927,25.8618443,85.53947854,21.20086598,146.1901374,101.1634972,669.5139542,891.1990511,41.60310769,665.5182257,3415.075834,89.08039117,2259.719213,1798.830886
1.83098793,3.171980381,8.363976955,2.82743597,5.260968685,5.380968094,20.50895405,7.292501926,17.09389997,10.62693596,53.07768106,25.86484528,86.58447099,21.21886611,146.320333,101.3987908,669.5279264,891.6689138,41.61075759,665.8340015,3421.03518,89.12794518,2260.334238,1799.160242
1.831988096,3.17298007,8.364269018,2.830559731,5.260968924,5.381014585,20.52650928,7.29476285,17.09490132,10.63396883,53.09069276,25.89284563,87.1264689,21.22125077,146.5761054,101.5209827,669.5381153,891.6928718,41.63375783,665.904108,3433.947866,89.13248467,2260.36545,1799.289959
1.831988811,3.173980713,8.376333952,2.830610514,5.261968374,5.38196826,20.53058863,7.314265728,17.09790039,10.63893747,53.09885311,25.89560342,87.18582773,21.22986579,146.7103343,101.5938201,669.6722031,892.4970431,41.64175868,665.9049609,3435.256743,89.16817617,2260.791224,1799.31914
1.832988262,3.175979614,8.385135889,2.831815004,5.261968851,5.382968903,20.54562759,7.324472427,17.101897,10.64989138,53.19868064,25.90184617,87.55544806,21.24382353,146.7841325,101.5941632,669.6923022,892.5181584,41.64510846,666.2279749,3437.738892,89.24172306,2261.060139,1799.496393
1.832988739,3.175980091,8.386460304,2.832412481,5.263967037,5.388968706,20.57617259,7.328683138,17.10290051,10.64993691,53.25068045,25.90684438,87.87746334,21.26286507,146.7926469,101.7239368,669.7765126,892.7030199,41.66808033,666.2530434,3440.601606,89.26088285,2261.479301,1799.501173
1.833988428,3.177979231,8.386946917,2.832441568,5.263968706,5.390969038,20.61138844,7.329163551,17.1049006,10.65293717,53.2746911,25.92584538,88.71444035,21.29986572,146.9701116,101.8165047,669.8369575,892.787065,41.70409966,666.3725204,3452.257618,89.2981863,2261.510345,1799.547527
1.833988905,3.18397975,8.395757914,2.832870483,5.263968945,5.392968178,20.61391735,7.330416441,17.11389637,10.65593576,53.3176868,26.00984359,90.21444678,21.30587029,146.9912746,101.8847542,669.9018934,892.8857679,41.70775771,666.4532201,3454.606836,89.34822774,2261.559405,1799.873418
1.834988117,3.18496871,8.40681529,2.833796978,5.265968561,5.394967794,20.6449337,7.330436468,17.11489916,10.65893388,53.33269167,26.01284289,90.55362344,21.31207776,146.9947028,101.9342866,669.934315,892.9710381,41.70975804,666.6649871,3454.687839,89.36413574,2261.661727,1799.93615
1.834988356,3.184979916,8.40817976,2.834262848,5.265969038,5.397007942,20.66127658,7.331400394,17.11690092,10.66793633,53.53268766,26.05184126,90.67744827,21.3138659,147.0971034,101.9614656,669.9516296,893.3856828,41.71510816,666.6688335,3455.755304,89.3788774,2262.073624,1800.28108
1.834988832,3.185980082,8.412475109,2.835119247,5.265969515,5.398969889,20.67864418,7.33701992,17.12489915,10.67114854,53.69767809,26.05384302,90.79644608,21.32640219,147.0990913,101.990257,670.0867877,893.4302354,41.73075819,666.9402533,3456.413435,89.40249825,2262.147984,1800.41797
1.835987329,3.186022282,8.414284468,2.835772276,5.266968727,5.401968718,20.70093298,7.343847752,17.12589931,10.6869359,53.72163606,26.05384326,90.85344553,21.34486961,147.3820715,102.0194647,670.1237226,893.6898334,41.73809457,667.0987108,3458.986757,89.4239316,2262.39192,1800.927368
1.835988283,3.18697834,8.41503787,2.837271452,5.266968966,5.403968334,20.70532632,7.346417904,17.1338973,10.69593358,53.98468685,26.10284328,90.92844439,21.35090256,147.4071841,102.2778671,670.1478395,894.2589209,41.78475809,667.1611271,3460.90128,89.44530225,2262.75236,1801.043964
1.835988522,3.190979958,8.415724039,2.837292433,5.267968893,5.404967546,20.72592783,7.353909731,17.15790057,10.73893642,53.98939943,26.12984324,91.11944699,21.36686516,147.5620997,102.4164033,670.3897057,894.3036761,41.80575752,667.1809554,3462.05743,89.44664741,2263.155462,1801.071063
1.836987972,3.192979097,8.416207075,2.83743763,5.26996851,5.405967951,20.73883796,7.355077028,17.22990012,10.74593496,54.30568385,26.14184499,91.17744374,21.39786553,147.8830988,102.5244339,670.4498866,894.3389697,41.8151083,667.3673222,3464.020738,89.4484508,2263.503605,1801.075188
1.836988688,3.199979544,8.42190814,2.838229895,5.269969702,5.406967402,20.74045134,7.35646081,17.24189949,10.75293541,54.3646841,26.1780324,91.27344227,21.45286298,148.0300975,102.5488646,670.5340662,894.5880401,41.84110904,667.5301669,3464.02614,89.5051415,2263.750063,1801.131018
1.836988688,3.199979544,8.424333096,2.840090513,5.270967722,5.407967567,20.74214053,7.359119177,17.25606108,10.75893617,54.4036746,26.18084121,91.54344153,21.46086478,148.084347,102.6454341,670.5995224,894.7059219,41.89075613,667.6348445,3468.412076,89.5175221,2264.597935,1801.232805
1.838987112,3.199980021,8.427546263,2.840995073,5.271968365,5.410967827,20.74288297,7.362942934,17.25789952,10.81393528,54.55568433,26.19688439,91.6404407,21.49886441,148.1507347,102.8034744,670.7953377,895.1589217,41.92136502,668.8078551,3472.113398,89.55358291,2264.716978,1801.619022
1.838988066,3.201020956,8.435227633,2.842775345,5.271968603,5.410968065,20.78124809,7.363429785,25.70484686,10.8649354,54.56968355,26.20284295,91.68143988,21.50586462,148.3899903,102.8793914,670.9828587,895.8556943,41.93576503,668.81865,3474.370553,89.57111049,2264.92678,1801.735288
1.838988304,3.206979752,8.437945127,2.842863083,5.272117615,5.414968014,20.78736019,7.370958567,25.73685193,12.5339241,54.62267256,26.21084261,91.70044088,21.5318644,148.4202926,102.9519064,671.100184,896.056011,41.95820212,668.9559402,3477.221235,89.57822943,2265.145971,1802.019603
1.838988543,3.20897913,8.440924168,2.843527079,5.272968769,5.4169662,20.79593754,7.372000456,25.75085044,12.55292535,54.67167163,26.2358427,91.74658585,21.53286815,148.4781215,102.9540026,671.1575251,896.2409892,41.97475624,669.1082056,3477.667859,89.59796953,2265.254296,1802.048938
1.838989258,3.208979607,8.441420555,2.84437871,5.273966074,5.417968988,20.8078866,7.373773336,25.77785063,12.59292412,54.74868274,26.23884296,91.86443996,21.56186652,148.7861216,103.0073838,671.2148511,896.2852561,42.00075603,669.2341635,3478.716909,89.6164794,2265.288876,1802.323461
1.839165211,3.210979462,8.441571951,2.844845533,5.274968863,5.41996789,20.82077551,7.375440836,25.81585026,12.6329248,54.87368178,26.23887753,92.3104372,21.66486311,148.9183717,103.0736372,671.2326493,896.3890045,42.01775694,669.29635,3481.046034,89.6218245,2265.348751,1802.470336
1.839987516,3.210979462,8.4461236,2.847614288,5.275968313,5.421929121,20.84720063,7.382784367,25.82184529,12.65692449,54.90366864,26.25084066,92.50843453,32.29679632,148.9980819,103.1062255,671.2738211,896.5650766,42.02715111,669.3413444,3488.651578,89.62649226,2265.372957,1802.759984
1.839987993,3.210980415,8.448814392,2.848245382,5.27596879,5.424968004,20.8516736,7.382894039,25.82385015,12.67892408,54.91967106,26.26404476,92.71743441,38.57975674,149.1221206,103.1207128,671.4745705,896.6129885,42.10310912,669.3749261,3489.36274,89.64003229,2265.600595,1802.822623
1.83998847,3.216979742,8.454011679,2.848641634,5.276968241,5.426966667,20.86634493,7.389472961,25.84584975,12.77392387,54.94668102,26.26685143,92.80743384,38.75276184,149.187089,103.2169683,671.5076892,896.7492261,42.1067555,669.4300551,3493.249601,89.64092064,2265.666821,1803.093671
1.840987682,3.216980219,8.464785814,2.849101305,5.277968645,5.427968025,20.87578559,7.394235134,25.86088729,12.79175901,55.10483837,26.28384209,92.83143401,38.75475478,149.3693774,103.2522717,671.5358355,896.9599252,42.13011003,669.6189153,3493.949142,89.66511917,2266.084578,1803.628024
1.840987921,3.219980001,8.469105005,2.849630833,5.278967619,5.428967953,20.88098288,7.394733906,25.89288116,12.80092311,55.12667918,26.29688358,93.11741281,38.96375442,149.8399551,103.3523104,671.6258624,897.1768425,42.13184834,669.7385397,3495.245376,89.68942595,2266.288514,1803.680305
1.841988802,3.22297883,8.474966526,2.850466967,5.278968334,5.429968119,20.90798712,7.394979239,25.910851,12.82892394,55.13868642,26.31284022,93.22643209,38.96708202,149.9661307,103.5347524,671.8458045,897.2668128,42.14675498,669.7450454,3502.198777,89.70388269,2266.788617,1804.301823
1.841988802,3.223979235,8.477606535,2.852236748,5.279968739,5.431966782,20.91160369,7.40324831,25.91184473,12.83491707,55.23867917,26.3138411,93.39341044,39.00775456,150.1221149,103.6636505,671.8522274,897.2965169,42.1481092,669.7611871,3503.604672,89.71297812,2266.789461,1804.306208
1.842988253,3.226076841,8.483688116,2.852998734,5.282967806,5.43296814,20.94236588,7.40986824,25.91984892,12.84392262,55.41866755,26.32384229,93.51441097,39.11475348,150.2070532,103.6974919,671.8732078,897.461813,42.15276527,669.8093035,3504.114047,89.74641991,2267.02571,1804.365618
1.842988729,3.226979494,8.509953499,2.854152441,5.282968283,5.433967352,20.96194863,7.411270618,25.93084431,12.84592319,55.44867897,26.34984231,93.72442818,39.1157515,150.310051,103.7454689,672.0093827,897.5038297,42.153754,669.9388614,3504.619483,89.78390431,2267.3542,1804.383895
1.842989445,3.226979971,8.516322613,2.854813099,5.28296876,5.435967445,20.96540928,7.423202991,25.95084977,12.88392234,55.56366825,26.35784197,96.46541166,39.13875365,150.555083,103.8744509,672.0573392,897.632724,42.17475533,670.0142546,3504.701407,89.78447199,2267.636142,1804.388514
1.844986916,3.227980375,8.518215418,2.855764866,5.283967018,5.436967611,20.96874475,7.424061298,25.95484948,12.8879776,55.790663,26.35884309,99.5493722,39.15475392,150.5780799,103.9761045,672.0649071,897.6639264,42.18275595,670.1784117,3514.219011,89.89273596,2268.109246,1804.434402
1.844988346,3.231979609,8.518245697,2.857336044,5.283967018,5.436968327,20.97813606,7.424913406,25.97984982,12.89092231,56.01227355,26.36884212,128.4232173,39.19375348,150.6153717,105.9420183,672.1334043,898.0248172,42.18675494,670.2834401,3515.555137,89.89820814,2268.13189,1804.471603
1.844988346,3.231980085,8.52404952,2.86184907,5.285968542,5.438967705,20.98779678,7.430784225,25.98688984,12.91792274,56.18367434,26.37122869,129.5101845,39.19624066,150.8270802,106.2102346,672.2035632,898.537647,42.20676374,670.331059,3518.709319,89.9240613,2268.780056,1804.798176
1.844988585,3.235979557,8.527143002,2.862226963,5.288968325,5.43896842,20.99168468,7.435596943,25.98985076,12.93095779,56.44867206,26.38784027,138.9621463,39.20229697,151.0662978,106.2983134,672.2083521,898.5458419,42.23769999,670.3376238,3519.564522,89.9847796,2269.998283,1805.019343
1.845986605,3.235979557,8.529102802,2.863872051,5.288968563,5.441920996,21.00749969,7.43614459,25.99184489,12.93206,56.52763271,26.39084148,139.3421218,39.22875357,151.8803813,107.3117902,672.2178814,898.7520492,42.24610996,670.4159663,3520.310241,90.05248952,2270.573463,1805.05357
1.845988035,3.240978718,8.52990818,2.865651131,5.288968801,5.441967249,21.02816796,7.437538862,25.9928441,12.93392062,56.62065864,26.39284134,139.4101582,39.27475166,152.148073,108.0252416,672.2229617,898.8780029,42.26110983,670.5101082,3520.814647,90.08262706,2271.1455,1806.10633
1.845988274,3.243979216,8.539051533,2.874135017,5.29096818,5.444967985,21.10454488,7.439256907,25.99684381,12.94592214,56.80567026,26.39784122,139.5481713,39.33575177,152.2040725,108.4645228,672.2823701,898.888716,42.26175427,670.5549495,3521.039232,90.10206747,2271.252211,1806.140695
1.846988678,3.244979143,8.539618969,2.877547979,5.291969299,5.444968224,21.11162353,7.439525127,26.01484919,12.97292256,58.10666203,26.40084243,140.2190239,39.38321304,152.4493861,108.6719699,672.310508,898.910099,42.26476622,670.5787015,3523.379167,90.11816454,2271.454309,1806.286597
1.846988678,3.244980335,8.555744171,2.878111362,5.293965578,5.446967602,21.13465905,7.443822145,26.01784921,12.99292183,98.24792647,26.40794134,140.2401166,39.40127969,152.6821172,108.7785196,672.414995,899.0250142,42.2857554,670.6001964,3525.559968,90.16439223,2271.535442,1806.389291
1.847988129,3.245979548,8.561423779,2.880517721,5.293968439,5.447961569,21.15256405,7.451993465,26.02484918,13.04092264,98.25732446,26.41984129,141.6631241,39.44375086,153.4008129,109.0170684,672.4728074,899.0502181,42.29385448,670.973208,3527.890068,90.164428,2271.792662,1806.501328
1.847988367,3.246978998,8.566197872,2.881362677,5.294968843,5.447968483,21.15903902,7.452489138,26.029845,13.04308128,98.38342977,26.42183995,143.2871449,39.45387411,312.3870654,109.1693594,672.533576,899.0750356,42.30779529,670.9921591,3529.753107,90.16522884,2272.175389,1806.664713
1.847988605,3.248978615,8.573250294,2.883138418,5.295968771,5.452968121,21.15941238,7.457714796,26.03184915,13.04592204,98.61240911,26.42684221,144.8551168,39.45978045,312.741775,109.6477263,672.5569787,899.2441361,42.30910969,671.0538676,3530.229326,90.18405104,2272.613144,1806.68843
1.847989321,3.252979517,8.575818062,2.883302212,5.297969103,5.465967894,21.19017529,7.457901955,26.033849,13.0489223,98.71069551,26.4279995,145.2940862,39.48091984,313.066555,110.1463761,672.6096799,899.622889,42.32992125,671.1614587,3530.410321,90.18414068,2274.811296,1807.249215
1.848987579,3.253978729,8.580555677,2.884710312,5.298968554,5.468967199,21.19825268,7.460402489,26.03784966,13.0509212,98.85040712,26.42984152,145.6820841,39.48175144,313.2041121,110.2249019,672.687598,899.9302905,42.33075261,671.183207,3532.148424,90.19839787,2275.719905,1807.458906
1.849988461,3.253979921,8.583645344,2.887384892,5.299968243,5.469967127,21.22784138,7.461265564,26.04084373,13.0519824,99.00742579,26.43284154,146.2251489,39.49575114,313.4641154,110.9650915,672.7151635,899.9520712,42.37176275,671.5141528,3533.948927,90.21527243,2275.774512,1807.566882
1.850980043,3.255978823,8.588772058,2.891884089,5.30096817,5.472967148,21.27003789,7.462510824,26.04284406,13.06692266,99.02653861,26.44783902,147.3711107,39.49675298,313.8821814,111.0908432,672.7294579,900.6860859,42.37875438,671.6000016,3534.245706,90.25242639,2276.387597,1807.891411
1.850987673,3.255979538,8.589566708,2.891894102,5.300968409,5.472967386,21.27487564,7.462943316,26.0488503,13.09592104,99.06244016,26.46584153,148.4521146,39.49775147,313.9948578,111.5144813,672.9827607,900.8255816,42.39376307,671.6948283,3534.782824,90.2574296,2276.39253,1808.599623
1.85198617,3.255979776,8.591263533,2.892187119,5.301969051,5.475967646,21.29437542,7.463282347,26.05484939,13.10192108,99.07149172,26.48384094,148.4980965,39.49860001,314.141299,111.5590322,672.994112,901.542963,42.39575458,671.8801501,3536.370916,90.27560139,2276.992535,1809.010609
1.851988077,3.256976843,8.592467546,2.893761396,5.302968502,5.476919413,21.30153561,7.465060949,26.05684853,13.10687947,99.08040547,26.48484111,148.7540932,39.52578259,314.1473036,112.1925826,674.0449123,901.5819564,42.40376186,671.9616592,3544.489846,90.31729603,2277.413134,1809.258425
1.853988171,3.256979704,8.597615004,2.896131277,5.302968502,5.477967501,21.3491385,7.469372034,26.0778811,13.11592126,99.09948993,26.51584053,149.5720878,39.52775812,314.316247,112.2385967,674.1792722,901.6778204,42.41880822,672.3549569,3546.110677,90.35786486,2277.665856,1809.353264
1.854987144,3.25997901,8.603821516,2.896325111,5.304968596,5.479967833,21.35851836,7.473382235,26.08784914,13.13892221,99.18827915,26.53192472,150.3830829,39.55875111,314.3590245,112.4550312,674.250715,901.7439861,42.42475367,672.4032989,3546.321637,90.35939026,2280.672948,1809.711111
1.856987238,3.263978958,8.606060982,2.896877766,5.304968596,5.482966661,21.39883089,7.483338356,26.10384798,13.14791942,99.20640469,26.54284024,150.7580562,39.57150102,314.4743853,112.586477,674.3532925,901.9977925,42.44175339,672.4290795,3547.084949,90.36299396,2281.281185,1809.727743
1.858988047,3.265979528,8.613558769,2.900114536,5.30796814,5.482967138,21.39932227,7.483421326,26.10784888,13.1669209,99.37442493,26.54779911,153.8650298,39.59475851,314.5720398,112.599489,674.4485881,902.0447567,42.47111034,672.5978539,3547.205866,90.36834216,2282.252051,1810.083262
1.859987736,3.266980886,8.613836527,2.903786182,5.307968855,5.482968807,21.42011833,7.484257698,26.1248486,13.17392278,99.43143773,26.55984092,154.5322258,39.59575105,314.6140845,112.6270726,674.6551142,902.2059584,42.50476122,672.7473323,3548.10179,90.4046483,2283.350264,1810.116785
1.859988451,3.267935038,8.614244938,2.904594421,5.308966398,5.484593391,21.44665742,7.492931843,26.13884282,13.19392014,99.57842207,26.60484028,154.5902567,39.60575938,314.7361429,112.6460347,674.7822788,902.3144693,42.51275301,672.8182228,3548.512647,90.48864007,2286.021204,1810.181575
1.86098671,3.268974304,8.616421938,2.908162355,5.308967352,5.48496747,21.65197039,7.50456953,26.15586209,13.2269206,99.89241862,26.60584044,154.9400551,39.64279723,314.9601061,113.1608446,674.9528549,902.5726931,42.51275349,672.9581897,3549.088568,90.63052917,2288.169344,1810.216724
1.860987425,3.270979166,8.621329784,2.91029191,5.309966564,5.485964298,21.73992872,7.507236242,26.18184876,13.23988247,99.96631551,26.61383867,154.9953542,39.69875002,315.406152,114.7723217,674.9896266,902.7049654,42.51276064,673.293335,3549.809157,90.6423111,2289.254362,1810.65869
1.861988783,3.272023201,8.626098156,2.912073135,5.310968161,5.492966652,30.27882171,7.516378403,26.18784857,13.24712563,100.0034573,26.61484051,155.0470543,39.70674944,315.4830332,116.3887234,675.0119438,902.8520327,42.52276087,673.427669,3550.131555,90.65040112,2289.596149,1810.777589
1.862988949,3.274979591,8.628945351,2.912333965,5.31196785,5.492968798,31.42206907,7.516863108,26.19384313,13.28792071,100.0244203,26.61583924,155.1930537,39.7089417,315.5340996,116.5650837,675.6528571,902.856194,42.54976153,673.5263171,3555.216085,90.68899441,2290.111668,1810.81855
1.863988638,3.276978731,8.62952137,2.91631937,5.312968969,5.493978262,31.50281525,7.518411398,26.19460535,13.30349231,100.0301092,26.62834764,155.283222,39.71898866,315.8672724,117.9101095,675.793529,902.939991,42.57179451,673.5627282,3556.358103,90.75887823,2290.116367,1811.320441
1.864985943,3.280979395,8.640912533,2.917336941,5.315965652,5.498966932,31.62781382,7.51970005,26.198843,13.31753826,100.0524201,26.65083981,155.3710523,39.75774932,316.0740726,119.209085,675.968502,903.3529613,42.57975268,673.6240103,3558.327669,90.79085612,2292.116058,1811.842299
1.865987062,3.284975767,8.64800787,2.923415661,5.316968918,5.512089014,31.64381528,7.520977736,26.21384263,13.33492041,100.117954,26.66883898,155.7580504,39.75978422,316.2860196,121.6607776,676.0919712,903.9389741,42.6063509,673.960181,3558.99371,90.81513429,2293.599097,1811.952909
1.865988255,3.2959795,8.648541927,2.923528194,5.319968462,5.512967348,32.02681088,7.529297829,26.21984887,13.36091971,100.2324178,26.6876812,156.1650479,39.84859252,316.3302126,125.1334393,676.1106536,904.0199983,42.61875343,674.0889237,3561.650286,90.85213566,2297.926254,1812.333962
1.866980553,3.301978827,8.650944948,2.924593925,5.320968151,5.521967173,32.03081226,7.534000158,26.24484921,13.39292049,100.3824177,26.69098115,156.3370535,39.8517766,316.3664367,126.8575342,676.2813923,904.4339046,42.63075995,674.1613297,3573.934942,90.85866904,2298.611429,1812.981625
1.866988182,3.308978796,8.66614604,2.931146622,5.322969198,5.522967577,32.19981003,7.534941912,26.25788164,13.40192032,100.5670109,26.70984006,156.3540244,39.88775682,316.4442992,127.5441,677.0555015,904.6589441,42.63475275,674.1670942,3576.371185,90.93857503,2300.770208,1813.02156
1.871986628,3.310979128,8.684501886,2.931680918,5.323132277,5.527966738,32.20480871,7.548682451,26.30884242,13.40691996,100.6103966,26.71583986,156.3920135,39.89074922,316.4805915,131.3435891,677.3666897,904.7848613,42.69079971,674.1965837,3577.597671,90.98920131,2301.200883,1813.56093
